Возраст	Пол	Состоит в браке	Иждивенцы	Доход	Опыт работы	Срок проживания	Недвижимость	Месячный платеж	Благонадежный заемщик
33	женский	Да	1.0	31500.0	15.0	8.0	29.0	1691.0	Да
37	женский	Нет	0.0	4800.0	19.0	13.0	0.0	2921.0	Нет
34	мужской	Нет	0.0	33000.0	16.0	6.0	0.0	2972.0	Да
37	мужской	Да	2.0	40100.0	16.5	3.0	0.0	4715.0	Да
27	мужской	Да	2.0	6000.0	9.0	11.0	0.0	5022.0	Нет
40	мужской	Да	1.0	26500.0	7.0	7.0	29.0	4920.0	Да
51	мужской	Да	1.0	24700.0	11.5	44.0	0.0	1845.0	Да
58	мужской	Да	0.0	12600.0	15.0	6.0	0.0	2511.0	Да
33	женский	Нет	1.0	11000.0	12.5	5.0	0.0	3178.0	Да
27	мужской	Да	0.0	8000.0	9.0	15.0	0.0	769.0	Да
25	мужской	Да	1.0	10500.0	7.0	23.0	0.0	5638.0	Нет
39	мужской	Нет	1.0	11000.0	7.0	3.0	33.0	4202.0	Нет
34	женский	Да	1.0	14000.0	12.5	3.0	33.0	3622.0	Да
35	женский	Нет	2.0	10600.0	16.0	5.0	0.0	4168.0	Нет
35	женский	Да	3.0	16000.0	9.0	18.0	30.0	2819.0	Нет
36	мужской	Да	1.0	12000.0	17.0	5.0	26.0	4408.0	Да
25	мужской	Нет	0.0	6500.0	7.0	12.0	30.0	4202.0	Нет
58	мужской	Да	0.0	8000.0	28.0	51.0	46.0	5125.0	Нет
36	мужской	Нет	1.0	9500.0	16.0	2.0	0.0	2972.0	Нет
30	женский	Да	1.0	10700.0	12.0	18.0	0.0	3690.0	Нет
55	мужской	Да	1.0	10900.0	24.0	6.0	0.0	1179.0	Да
34	мужской	Нет	0.0	8000.0	16.0	4.0	0.0	6662.0	Нет
32	мужской	Да	3.0	29500.0	5.0	5.0	33.0	2972.0	Да
53	мужской	Нет	0.0	12100.0	31.5	38.0	0.0	6355.0	Да
33	мужской	Нет	2.0	8000.0	15.0	2.0	0.0	3007.0	Нет
31	женский	Да	2.0	9000.0	13.0	3.0	41.0	5022.0	Нет
35	женский	Да	1.0	13800.0	16.0	2.0	47.0	2562.0	Да
30	мужской	Да	0.0	19200.0	12.0	3.0	26.0	2733.0	Да
28	женский	Нет	1.0	7500.0	10.0	17.0	0.0	3075.0	Нет
37	мужской	Нет	0.0	5300.0	10.0	30.0	33.0	5432.0	Нет
53	мужской	Да	1.0	15500.0	23.0	25.0	26.0	6765.0	Да
39	мужской	Нет	0.0	11500.0	19.5	7.0	37.0	5535.0	Да
31	женский	Да	0.0	33500.0	9.5	28.0	0.0	4408.0	Да
38	мужской	Нет	0.0	8000.0	14.5	2.0	43.0	5228.0	Нет
54	женский	Нет	1.0	5200.0	21.0	50.0	57.0	1640.0	Нет
29	мужской	Да	1.0	28000.0	11.0	4.0	0.0	5022.0	Да
40	мужской	Нет	0.0	6500.0	21.5	21.0	37.0	2802.0	Нет
39	мужской	Да	0.0	7500.0	16.5	14.0	26.0	3075.0	Нет
46	женский	Нет	0.0	11700.0	13.0	8.0	12.0	6355.0	Да
26	женский	Нет	1.0	13500.0	8.0	7.0	0.0	4202.0	Да
28	мужской	Да	1.0	11000.0	10.0	26.0	0.0	2716.0	Да
33	женский	Нет	1.0	10500.0	15.0	3.0	0.0	2716.0	Нет
42	мужской	Нет	0.0	21000.0	20.0	11.0	0.0	4202.0	Да
44	мужской	Да	1.0	15500.0	21.5	3.0	0.0	1589.0	Да
24	мужской	Нет	3.0	27500.0	6.0	10.0	0.0	1230.0	Да
29	мужской	Да	4.0	15400.0	11.0	28.0	0.0	2614.0	Нет
23	мужской	Да	2.0	9000.0	5.0	21.0	40.0	3280.0	Нет
32	женский	Да	1.0	9000.0	14.0	8.0	0.0	7585.0	Нет
32	женский	Нет	2.0	14500.0	11.5	3.0	0.0	3126.0	Нет
23	мужской	Да	0.0	11000.0	5.0	17.0	0.0	3827.0	Да
30	мужской	Да	0.0	7500.0	12.0	2.0	0.0	3690.0	Нет
34	женский	Да	2.0	12400.0	16.0	22.0	0.0	3434.0	Нет
23	мужской	Да	1.0	4500.0	5.0	23.0	31.0	2972.0	Нет
24	женский	Нет	2.0	11500.0	6.0	21.0	0.0	6252.0	Нет
33	женский	Да	0.0	8500.0	15.0	31.0	0.0	4818.0	Нет
24	женский	Нет	2.0	11500.0	6.0	2.0	0.0	3622.0	Нет
32	мужской	Нет	0.0	13600.0	14.0	5.0	0.0	2921.0	Да
33	мужской	Нет	0.0	12000.0	15.0	3.0	35.0	3741.0	Да
57	мужской	Да	1.0	11500.0	29.0	33.0	0.0	3229.0	Да
40	женский	Да	1.0	13500.0	15.0	16.0	36.0	3212.0	Нет
34	женский	Да	2.0	27000.0	15.5	21.0	0.0	2152.0	Да
28	женский	Нет	0.0	4000.0	10.0	2.0	0.0	3622.0	Нет
24	мужской	Да	1.0	5900.0	6.0	22.0	0.0	2306.0	Нет
23	мужской	Нет	1.0	8200.0	5.0	13.0	33.0	3690.0	Нет
24	мужской	Нет	0.0	7500.0	6.0	3.0	30.0	5842.0	Нет
33	женский	Да	0.0	7700.0	14.5	17.0	0.0	4100.0	Нет
39	мужской	Нет	4.0	13400.0	18.5	2.0	30.0	7278.0	Нет
37	мужской	Нет	1.0	17000.0	8.0	3.0	0.0	2972.0	Да
24	мужской	Да	0.0	14000.0	6.0	8.0	0.0	2802.0	Да
36	мужской	Нет	1.0	8500.0	14.0	2.0	63.0	4715.0	Нет
38	мужской	Да	1.0	10500.0	18.0	8.0	0.0	1845.0	Да
29	женский	Нет	1.0	14700.0	11.0	11.0	4.0	5228.0	Да
26	мужской	Да	1.0	15500.0	8.0	6.0	0.0	6970.0	Нет
34	женский	Да	0.0	6000.0	15.5	5.0	0.0	4168.0	Нет
25	мужской	Да	0.0	8000.0	7.0	2.0	60.0	2562.0	Да
35	женский	Нет	2.0	11500.0	8.0	31.0	44.0	1589.0	Да
37	женский	Да	1.0	7500.0	15.5	7.0	0.0	3143.0	Нет
40	мужской	Да	0.0	14000.0	16.5	7.0	0.0	5330.0	Да
35	мужской	Да	2.0	22000.0	16.0	26.0	30.0	6560.0	Да
22	женский	Нет	0.0	6500.0	4.0	14.0	85.0	4100.0	Нет
39	женский	Нет	2.0	2100.0	19.0	9.0	35.0	2101.0	Нет
36	женский	Да	1.0	10300.0	11.0	18.0	0.0	7790.0	Нет
27	мужской	Нет	1.0	8000.0	9.0	16.0	4.0	7688.0	Нет
27	женский	Да	2.0	9500.0	9.0	7.0	0.0	4442.0	Нет
37	женский	Нет	1.0	33500.0	11.0	26.0	0.0	6662.0	Да
37	мужской	Да	1.0	9500.0	19.0	23.0	0.0	4612.0	Нет
37	мужской	Да	3.0	21000.0	13.5	2.0	0.0	6765.0	Нет
35	мужской	Да	2.0	12500.0	11.5	5.0	27.0	769.0	Да
40	мужской	Нет	1.0	15400.0	19.5	5.0	0.0	4510.0	Да
45	мужской	Да	0.0	11000.0	16.0	9.0	34.0	2870.0	Нет
32	мужской	Нет	1.0	18500.0	14.0	6.0	0.0	3417.0	Да
34	женский	Нет	1.0	4900.0	16.0	32.0	0.0	3758.0	Нет
27	мужской	Да	1.0	13500.0	5.5	5.0	0.0	6355.0	Да
37	мужской	Нет	0.0	16500.0	12.0	8.0	30.0	3758.0	Да
43	женский	Нет	2.0	39200.0	21.5	26.0	30.0	2392.0	Да
25	мужской	Да	2.0	13000.0	6.0	3.0	0.0	3007.0	Да
31	мужской	Нет	1.0	22500.0	13.0	3.0	0.0	6458.0	Да
30	женский	Да	0.0	22500.0	12.0	30.0	26.0	3485.0	Да
28	мужской	Да	0.0	13500.0	10.0	4.0	90.0	5638.0	Да
33	мужской	Да	0.0	6500.0	13.5	33.0	87.0	2358.0	Нет
28	женский	Нет	1.0	3800.0	10.0	8.0	44.0	4100.0	Нет
34	женский	Нет	0.0	14500.0	16.0	9.0	0.0	5228.0	Да
25	мужской	Нет	0.0	5500.0	7.0	2.0	0.0	1742.0	Нет
25	мужской	Нет	2.0	6000.0	7.0	21.0	0.0	2528.0	Нет
30	мужской	Нет	1.0	5500.0	12.0	14.0	0.0	1589.0	Нет
29	мужской	Да	1.0	29000.0	11.0	29.0	0.0	6765.0	Да
24	мужской	Нет	1.0	7500.0	6.0	6.0	33.0	3075.0	Нет
24	женский	Нет	1.0	6500.0	6.0	17.0	0.0	3331.0	Нет
28	мужской	Да	1.0	10900.0	10.0	4.0	0.0	3212.0	Да
50	мужской	Да	3.0	12500.0	19.5	12.0	30.0	2921.0	Нет
25	мужской	Да	4.0	11000.0	7.0	7.0	0.0	5022.0	Нет
30	мужской	Нет	1.0	21000.0	6.0	5.0	0.0	2614.0	Да
27	женский	Да	1.0	9000.0	9.0	4.0	0.0	3024.0	Нет
34	женский	Нет	0.0	4700.0	16.0	10.0	0.0	3417.0	Нет
32	женский	Нет	0.0	9100.0	10.0	8.0	31.0	2819.0	Да
33	мужской	Нет	2.0	4500.0	15.0	4.0	26.0	2562.0	Нет
35	мужской	Нет	2.0	6000.0	15.5	2.0	41.0	3963.0	Нет
53	мужской	Нет	0.0	14500.0	15.5	38.0	38.0	3998.0	Да
23	мужской	Нет	3.0	18200.0	5.0	9.0	0.0	2972.0	Нет
36	мужской	Нет	0.0	29000.0	18.0	6.0	0.0	6765.0	Да
38	мужской	Да	1.0	10500.0	20.0	21.0	0.0	3895.0	Нет
38	женский	Нет	0.0	13600.0	19.0	23.0	34.0	1332.0	Да
33	мужской	Нет	0.0	32000.0	15.0	2.0	0.0	4373.0	Да
31	женский	Да	1.0	9500.0	6.0	13.0	0.0	5228.0	Нет
32	женский	Да	0.0	11000.0	14.0	31.0	0.0	3212.0	Да
30	мужской	Да	0.0	14500.0	12.0	5.0	39.0	3024.0	Да
34	женский	Нет	0.0	12000.0	3.5	12.0	7.0	3690.0	Да
36	мужской	Нет	0.0	10500.0	9.5	8.0	84.0	2255.0	Да
31	женский	Нет	2.0	12000.0	13.0	7.0	35.0	3690.0	Нет
36	мужской	Да	0.0	13200.0	11.5	7.0	31.0	2819.0	Да
37	женский	Да	4.0	8000.0	7.0	2.0	0.0	7790.0	Нет
37	женский	Нет	1.0	13400.0	16.0	19.0	0.0	2768.0	Да
38	женский	Да	0.0	6000.0	11.5	7.0	9.0	3280.0	Нет
38	мужской	Да	0.0	12000.0	15.5	6.0	0.0	6355.0	Да
35	мужской	Да	1.0	9500.0	2.5	2.0	8.0	1794.0	Нет
46	мужской	Да	1.0	12500.0	16.0	7.0	33.0	5535.0	Нет
29	мужской	Нет	3.0	25500.0	11.0	8.0	30.0	3741.0	Да
34	мужской	Нет	2.0	19500.0	7.5	8.0	39.0	3485.0	Да
36	мужской	Нет	3.0	10500.0	17.5	33.0	3.0	2323.0	Нет
35	мужской	Нет	0.0	19800.0	17.0	26.0	31.0	1589.0	Да
26	женский	Да	1.0	5200.0	8.0	12.0	4.0	6868.0	Нет
30	женский	Да	0.0	9500.0	12.0	2.0	0.0	4100.0	Да
36	мужской	Да	1.0	5500.0	10.5	6.0	0.0	5022.0	Нет
40	мужской	Да	0.0	8600.0	19.0	7.0	0.0	5330.0	Нет
29	женский	Нет	0.0	32500.0	8.0	4.0	0.0	2614.0	Да
23	мужской	Нет	1.0	27000.0	5.0	8.0	0.0	4920.0	Да
36	мужской	Нет	1.0	13800.0	12.0	3.0	0.0	2870.0	Да
40	мужской	Нет	2.0	17500.0	6.5	6.0	64.0	4408.0	Да
26	женский	Да	1.0	15000.0	8.0	4.0	0.0	1281.0	Да
39	мужской	Нет	2.0	14000.0	19.5	29.0	0.0	5672.0	Нет
58	мужской	Да	0.0	9500.0	21.0	5.0	9.0	3178.0	Да
32	мужской	Нет	0.0	9500.0	10.5	8.0	0.0	4715.0	Нет
36	женский	Нет	1.0	10500.0	9.0	15.0	0.0	2118.0	Нет
36	мужской	Да	3.0	8500.0	17.5	18.0	0.0	3895.0	Нет
40	мужской	Нет	4.0	14200.0	21.0	35.0	0.0	6048.0	Нет
37	женский	Да	1.0	11000.0	6.5	10.0	0.0	6355.0	Нет
36	мужской	Нет	2.0	10000.0	16.5	35.0	33.0	3792.0	Нет
37	женский	Нет	2.0	15800.0	9.0	10.0	0.0	5535.0	Нет
28	мужской	Да	0.0	13500.0	10.0	7.0	45.0	4100.0	Да
55	мужской	Да	0.0	27500.0	9.0	32.0	5.0	3690.0	Да
34	мужской	Да	1.0	7500.0	3.5	7.0	0.0	5432.0	Нет
38	мужской	Да	1.0	15700.0	9.0	7.0	0.0	2870.0	Да
47	женский	Нет	4.0	11500.0	20.0	9.0	26.0	6150.0	Нет
40	мужской	Да	1.0	18000.0	19.5	8.0	27.0	4202.0	Да
29	мужской	Да	1.0	26500.0	11.0	28.0	0.0	3417.0	Да
51	мужской	Нет	0.0	7000.0	6.5	20.0	0.0	5125.0	Нет
51	мужской	Да	0.0	12500.0	8.0	5.0	0.0	3998.0	Да
36	женский	Да	0.0	32000.0	17.0	32.0	39.0	2562.0	Да
30	мужской	Да	1.0	10500.0	12.0	3.0	0.0	4442.0	Нет
28	мужской	Да	2.0	3000.0	7.5	2.0	33.0	1708.0	Нет
50	мужской	Да	3.0	32500.0	19.5	2.0	0.0	6150.0	Да
31	мужской	Нет	2.0	5500.0	3.5	3.0	0.0	2528.0	Нет
34	женский	Нет	1.0	11500.0	15.5	7.0	0.0	1948.0	Да
45	мужской	Да	0.0	4000.0	4.0	44.0	36.0	3827.0	Нет
56	мужской	Нет	0.0	16800.0	29.5	50.0	38.0	2614.0	Да
30	мужской	Да	0.0	23500.0	9.0	8.0	0.0	3382.0	Да
36	мужской	Да	1.0	21500.0	17.5	5.0	25.0	5022.0	Да
24	женский	Нет	1.0	6500.0	6.0	2.0	83.0	2870.0	Нет
24	мужской	Да	0.0	14500.0	6.0	12.0	0.0	1948.0	Да
40	женский	Да	4.0	8000.0	13.0	5.0	0.0	3178.0	Нет
38	мужской	Да	0.0	13000.0	16.5	18.0	61.0	6252.0	Нет
58	женский	Да	1.0	9500.0	25.5	36.0	41.0	2306.0	Нет
23	мужской	Да	3.0	7500.0	5.0	17.0	0.0	4612.0	Нет
34	мужской	Да	1.0	11500.0	15.5	3.0	0.0	2716.0	Да
33	мужской	Да	1.0	5600.0	2.0	3.0	26.0	2323.0	Нет
33	женский	Нет	2.0	13000.0	4.5	2.0	36.0	3792.0	Нет
36	мужской	Да	1.0	14000.0	10.0	30.0	0.0	5228.0	Да
31	мужской	Да	1.0	13000.0	13.0	21.0	37.0	4442.0	Да
27	женский	Да	0.0	7500.0	4.0	2.0	0.0	3553.0	Нет
40	мужской	Да	1.0	14500.0	14.5	23.0	43.0	4305.0	Да
25	мужской	Нет	2.0	11000.0	7.0	8.0	0.0	2870.0	Нет
38	мужской	Да	1.0	8500.0	15.5	7.0	0.0	3895.0	Нет
34	женский	Да	1.0	14500.0	16.0	6.0	37.0	7175.0	Нет
35	мужской	Нет	1.0	4500.0	16.0	33.0	0.0	2972.0	Нет
40	мужской	Да	1.0	10500.0	15.5	6.0	0.0	3998.0	Нет
34	мужской	Да	0.0	15500.0	16.0	2.0	36.0	1691.0	Да
34	мужской	Да	2.0	23900.0	16.0	11.0	46.0	4818.0	Да
22	женский	Нет	0.0	13500.0	4.0	20.0	0.0	3553.0	Да
34	мужской	Да	2.0	10500.0	16.0	2.0	36.0	2306.0	Да
40	мужской	Да	2.0	12000.0	21.5	7.0	0.0	3998.0	Нет
23	мужской	Да	0.0	14500.0	5.0	23.0	0.0	5432.0	Да
39	женский	Да	1.0	34500.0	14.0	3.0	0.0	5638.0	Да
32	женский	Да	1.0	7000.0	13.0	24.0	38.0	2460.0	Нет
36	мужской	Нет	2.0	6500.0	16.5	18.0	0.0	6048.0	Нет
34	женский	Нет	2.0	5500.0	15.5	5.0	0.0	2460.0	Нет
52	женский	Нет	0.0	16900.0	26.0	23.0	0.0	6048.0	Да
26	мужской	Да	2.0	3800.0	8.0	6.0	0.0	6970.0	Нет
35	мужской	Да	0.0	5200.0	16.5	4.0	41.0	1982.0	Нет
32	мужской	Да	0.0	22500.0	10.0	18.0	0.0	1025.0	Да
37	мужской	Да	1.0	8500.0	18.5	2.0	42.0	3075.0	Да
38	мужской	Нет	3.0	11500.0	18.0	35.0	0.0	2597.0	Нет
34	мужской	Да	0.0	7500.0	11.5	8.0	36.0	4408.0	Нет
24	мужской	Да	0.0	11000.0	6.0	17.0	33.0	2460.0	Да
39	мужской	Да	2.0	15500.0	12.5	2.0	0.0	3143.0	Да
43	мужской	Да	1.0	33700.0	19.5	31.0	0.0	5125.0	Да
32	мужской	Нет	0.0	11500.0	14.0	4.0	8.0	6355.0	Да
24	мужской	Нет	1.0	11000.0	6.0	18.0	30.0	6662.0	Нет
40	женский	Да	1.0	27500.0	9.0	34.0	0.0	3690.0	Да
40	женский	Да	2.0	14000.0	10.0	2.0	0.0	7995.0	Нет
29	женский	Нет	0.0	15500.0	7.5	12.0	40.0	1896.0	Да
36	женский	Да	1.0	4900.0	18.0	35.0	0.0	2050.0	Нет
47	женский	Да	1.0	4300.0	3.0	3.0	0.0	2409.0	Нет
34	мужской	Да	4.0	34500.0	16.0	18.0	0.0	3485.0	Да
28	мужской	Нет	2.0	15500.0	10.0	19.0	23.0	6662.0	Нет
31	мужской	Да	1.0	14000.0	13.0	5.0	31.0	2733.0	Да
26	мужской	Нет	1.0	6000.0	8.0	8.0	0.0	5945.0	Нет
35	женский	Да	1.0	4500.0	6.5	29.0	0.0	1794.0	Нет
24	мужской	Да	1.0	13500.0	6.0	6.0	0.0	1794.0	Да
32	мужской	Да	2.0	10500.0	14.0	16.0	0.0	6150.0	Нет
24	мужской	Нет	0.0	6100.0	6.0	24.0	38.0	3280.0	Нет
30	женский	Да	1.0	11500.0	9.5	11.0	0.0	3639.0	Да
39	мужской	Нет	0.0	11000.0	9.5	6.0	0.0	6150.0	Да
40	женский	Да	4.0	7500.0	14.0	26.0	0.0	2716.0	Нет
28	мужской	Нет	1.0	16000.0	10.0	5.0	43.0	6662.0	Да
30	мужской	Нет	1.0	12300.0	12.0	22.0	25.0	2870.0	Да
26	мужской	Нет	1.0	6500.0	8.0	14.0	0.0	1281.0	Да
28	мужской	Да	1.0	36200.0	10.0	7.0	26.0	2204.0	Да
30	мужской	Да	0.0	6700.0	8.5	5.0	24.0	2562.0	Нет
32	мужской	Да	1.0	15000.0	14.0	16.0	22.0	2733.0	Да
27	женский	Да	0.0	9500.0	9.0	3.0	30.0	2733.0	Да
26	женский	Да	1.0	14000.0	8.0	4.0	0.0	4612.0	Нет
39	мужской	Нет	1.0	8500.0	17.0	10.0	0.0	2460.0	Нет
32	мужской	Нет	0.0	10000.0	14.0	9.0	0.0	7175.0	Нет
32	мужской	Да	0.0	17500.0	14.0	5.0	0.0	1538.0	Да
22	мужской	Да	1.0	30500.0	4.0	21.0	30.0	5125.0	Да
39	мужской	Да	0.0	7000.0	18.0	3.0	0.0	3639.0	Нет
39	женский	Нет	0.0	10000.0	18.5	9.0	40.0	1845.0	Да
39	женский	Нет	0.0	3400.0	17.0	26.0	0.0	6252.0	Нет
32	мужской	Да	0.0	10500.0	14.0	32.0	0.0	2460.0	Да
33	мужской	Да	0.0	17500.0	8.0	2.0	0.0	5945.0	Да
28	мужской	Да	1.0	8800.0	10.0	13.0	0.0	1794.0	Да
38	мужской	Нет	1.0	29500.0	8.5	35.0	0.0	3382.0	Да
33	мужской	Да	0.0	15500.0	12.5	10.0	0.0	2392.0	Да
31	женский	Да	0.0	9000.0	8.5	17.0	43.0	5945.0	Нет
25	мужской	Нет	0.0	10000.0	7.0	3.0	0.0	6662.0	Нет
37	мужской	Да	0.0	6500.0	8.5	4.0	0.0	3588.0	Нет
32	женский	Нет	1.0	10000.0	6.0	16.0	0.0	4373.0	Нет
34	мужской	Да	1.0	11000.0	14.0	2.0	0.0	7380.0	Нет
37	женский	Нет	2.0	24000.0	4.5	5.0	0.0	4408.0	Да
55	женский	Нет	0.0	21100.0	20.0	31.0	8.0	5432.0	Да
28	женский	Да	1.0	37300.0	10.0	22.0	0.0	3024.0	Да
29	мужской	Да	2.0	12500.0	3.5	15.0	0.0	1794.0	Нет
38	мужской	Да	3.0	10000.0	18.0	7.0	0.0	4168.0	Нет
31	мужской	Да	4.0	6200.0	4.5	28.0	0.0	4100.0	Нет
50	женский	Да	0.0	11000.0	4.5	29.0	32.0	7072.0	Да
40	мужской	Да	0.0	11500.0	10.0	8.0	36.0	6355.0	Нет
31	мужской	Да	1.0	20800.0	7.5	30.0	0.0	4032.0	Да
50	женский	Да	1.0	15500.0	16.5	13.0	0.0	3758.0	Да
31	мужской	Да	1.0	8500.0	10.0	8.0	50.0	3485.0	Нет
39	женский	Да	1.0	13700.0	19.0	10.0	44.0	2870.0	Да
23	женский	Да	2.0	5400.0	5.0	19.0	0.0	5193.0	Нет
55	мужской	Нет	0.0	4500.0	8.0	50.0	0.0	2716.0	Нет
22	мужской	Да	1.0	15500.0	4.0	21.0	0.0	1845.0	Да
34	женский	Да	1.0	9500.0	15.5	19.0	33.0	4100.0	Нет
35	мужской	Да	1.0	14000.0	11.5	3.0	0.0	6970.0	Нет
22	мужской	Да	0.0	10500.0	4.0	14.0	29.0	6150.0	Нет
29	мужской	Да	0.0	11800.0	6.0	3.0	29.0	5638.0	Да
38	мужской	Нет	2.0	10000.0	10.0	30.0	0.0	4715.0	Нет
34	мужской	Да	2.0	9700.0	11.0	15.0	0.0	3280.0	Нет
40	мужской	Нет	0.0	8500.0	15.5	10.0	25.0	1982.0	Да
38	мужской	Нет	2.0	5100.0	16.5	13.0	37.0	4783.0	Нет
28	мужской	Нет	1.0	10000.0	10.0	18.0	11.0	1982.0	Да
37	мужской	Нет	1.0	31000.0	18.0	37.0	0.0	5535.0	Да
55	мужской	Нет	0.0	15500.0	27.5	36.0	0.0	7482.0	Да
29	мужской	Нет	4.0	14000.0	11.0	6.0	0.0	3792.0	Нет
38	женский	Нет	1.0	10000.0	15.5	4.0	0.0	1025.0	Да
32	мужской	Да	0.0	26500.0	14.0	4.0	0.0	4988.0	Да
35	женский	Да	0.0	7000.0	15.5	30.0	41.0	4100.0	Нет
37	мужской	Нет	2.0	11000.0	11.0	3.0	0.0	9532.0	Нет
38	женский	Да	2.0	16500.0	15.5	27.0	29.0	2665.0	Нет
38	женский	Да	1.0	6200.0	17.5	2.0	0.0	2665.0	Нет
37	мужской	Нет	0.0	8000.0	17.5	5.0	0.0	6458.0	Нет
35	мужской	Да	1.0	22900.0	16.5	18.0	0.0	6662.0	Да
40	женский	Да	1.0	5400.0	12.5	17.0	0.0	4100.0	Нет
36	женский	Да	2.0	28000.0	18.0	6.0	0.0	4920.0	Да
34	женский	Да	1.0	34000.0	15.5	14.0	0.0	6662.0	Да
28	женский	Нет	2.0	5000.0	10.0	7.0	12.0	4202.0	Нет
30	женский	Да	1.0	9500.0	12.0	16.0	0.0	6048.0	Нет
56	мужской	Нет	1.0	6500.0	18.5	4.0	44.0	2870.0	Нет
33	мужской	Нет	1.0	5000.0	15.0	7.0	0.0	4202.0	Нет
29	мужской	Да	0.0	9500.0	11.0	3.0	67.0	6970.0	Нет
36	женский	Да	2.0	10000.0	16.5	29.0	0.0	3485.0	Нет
34	мужской	Да	1.0	6000.0	15.5	5.0	0.0	5262.0	Нет
38	женский	Нет	1.0	5500.0	16.0	35.0	0.0	3348.0	Нет
40	мужской	Да	2.0	11000.0	17.5	13.0	29.0	2101.0	Нет
53	мужской	Нет	0.0	17300.0	21.5	37.0	36.0	974.0	Да
40	мужской	Нет	0.0	33000.0	7.0	40.0	0.0	4100.0	Да
37	мужской	Нет	1.0	7900.0	16.0	18.0	3.0	6970.0	Нет
31	женский	Да	0.0	9000.0	5.0	4.0	56.0	5535.0	Нет
30	мужской	Нет	1.0	17000.0	12.0	8.0	0.0	5638.0	Да
32	мужской	Да	0.0	15500.0	9.5	5.0	0.0	5330.0	Да
37	мужской	Нет	2.0	19500.0	18.0	31.0	43.0	3024.0	Да
31	женский	Нет	0.0	11000.0	13.0	25.0	33.0	5740.0	Да
34	женский	Нет	0.0	11500.0	14.0	26.0	0.0	4818.0	Нет
38	женский	Да	0.0	10500.0	16.5	11.0	9.0	4510.0	Да
36	женский	Нет	1.0	9000.0	16.0	9.0	0.0	7482.0	Нет
33	женский	Да	2.0	4000.0	15.0	15.0	0.0	3382.0	Нет
39	женский	Да	0.0	7200.0	20.0	37.0	0.0	1640.0	Да
38	мужской	Да	1.0	12000.0	10.0	33.0	0.0	3588.0	Да
24	мужской	Нет	0.0	24000.0	5.0	11.0	0.0	3622.0	Да
27	мужской	Да	0.0	11000.0	9.0	7.0	0.0	6252.0	Да
37	мужской	Нет	2.0	7500.0	16.5	4.0	7.0	5740.0	Нет
54	мужской	Да	0.0	13000.0	25.0	28.0	0.0	3280.0	Да
37	женский	Да	2.0	11100.0	19.0	3.0	0.0	5432.0	Нет
49	мужской	Нет	1.0	7500.0	27.0	3.0	37.0	6355.0	Нет
34	мужской	Нет	0.0	11000.0	16.0	2.0	41.0	1896.0	Да
39	мужской	Да	0.0	10500.0	17.0	7.0	36.0	3690.0	Да
39	женский	Нет	1.0	7500.0	8.5	15.0	0.0	4920.0	Нет
39	мужской	Нет	4.0	8000.0	17.0	15.0	27.0	6252.0	Нет
49	мужской	Нет	0.0	17000.0	15.5	3.0	0.0	6868.0	Да
30	мужской	Нет	1.0	10000.0	12.0	13.0	36.0	2938.0	Да
36	женский	Да	2.0	3800.0	8.5	6.0	40.0	1896.0	Нет
35	женский	Нет	1.0	9000.0	4.0	4.0	0.0	3588.0	Нет
34	мужской	Нет	0.0	6200.0	15.5	32.0	38.0	4408.0	Нет
36	женский	Да	0.0	9000.0	16.0	5.0	0.0	4510.0	Да
35	женский	Нет	1.0	11500.0	2.0	4.0	0.0	4442.0	Нет
38	мужской	Нет	2.0	17300.0	5.0	2.0	0.0	2733.0	Да
35	мужской	Да	1.0	31000.0	17.0	31.0	36.0	5022.0	Да
28	женский	Нет	2.0	29300.0	9.0	5.0	35.0	2768.0	Да
36	мужской	Да	2.0	12100.0	15.5	5.0	34.0	3963.0	Да
28	мужской	Нет	2.0	8500.0	10.0	17.0	0.0	7072.0	Нет
38	мужской	Да	0.0	15000.0	17.0	24.0	13.0	5022.0	Да
53	мужской	Нет	0.0	10800.0	15.5	4.0	41.0	7995.0	Нет
30	женский	Да	0.0	23500.0	11.0	8.0	21.0	1589.0	Да
27	женский	Да	2.0	12000.0	9.0	7.0	0.0	2768.0	Нет
36	мужской	Нет	2.0	12500.0	5.0	8.0	36.0	1845.0	Да
34	женский	Да	0.0	14600.0	16.0	10.0	0.0	2152.0	Да
38	женский	Да	0.0	12500.0	15.5	2.0	33.0	2511.0	Да
39	женский	Нет	2.0	27500.0	5.0	38.0	0.0	2460.0	Да
47	мужской	Нет	2.0	6500.0	9.5	3.0	0.0	2870.0	Нет
27	мужской	Нет	1.0	12500.0	9.0	23.0	33.0	5398.0	Нет
37	женский	Да	0.0	12600.0	12.0	5.0	0.0	4988.0	Да
31	женский	Да	0.0	12500.0	13.0	5.0	25.0	8098.0	Нет
48	мужской	Нет	2.0	24000.0	8.5	31.0	0.0	1384.0	Да
33	женский	Нет	2.0	12000.0	15.0	3.0	40.0	4510.0	Нет
38	женский	Да	1.0	8500.0	9.5	4.0	32.0	410.0	Да
55	женский	Да	2.0	30900.0	12.5	3.0	33.0	2306.0	Да
35	мужской	Да	2.0	5000.0	15.5	17.0	39.0	3485.0	Нет
36	мужской	Да	1.0	16000.0	16.5	31.0	79.0	3553.0	Нет
45	женский	Да	2.0	20500.0	23.0	3.0	0.0	5125.0	Нет
40	женский	Нет	1.0	14000.0	10.0	8.0	0.0	5228.0	Да
